composer,title,split,version,folder,xml_score,midi_score,midi_performance,audio_performance,midi_path,audio_path,duration_sec,robust_note_alignment,henle
Beethoven,Piano_Sonatas_21-1,train,"['v1', 'v2', 'v3']",Beethoven/Piano_Sonatas/21-1_no_repeat,Beethoven/Piano_Sonatas/21-1_no_repeat/xml_score.musicxml,Beethoven/Piano_Sonatas/21-1_no_repeat/midi_score.mid,Beethoven/Piano_Sonatas/21-1_no_repeat/YeZ02M.mid,Beethoven/Piano_Sonatas/21-1_no_repeat/YeZ02M.wav,2013/ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_03_R1_2013_wav--2.midi,2013/ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_03_R1_2013_wav--2.wav,534.7016555,1.0,9
Beethoven,Piano_Sonatas_21-1,train,"['v1', 'v2', 'v3']",Beethoven/Piano_Sonatas/21-1_no_repeat,Beethoven/Piano_Sonatas/21-1_no_repeat/xml_score.musicxml,Beethoven/Piano_Sonatas/21-1_no_repeat/midi_score.mid,Beethoven/Piano_Sonatas/21-1_no_repeat/ZhangW01M.mid,Beethoven/Piano_Sonatas/21-1_no_repeat/ZhangW01M.wav,2017/MIDI-Unprocessed_062_PIANO062_MID--AUDIO-split_07-07-17_Piano-e_2-07_wav--1.midi,2017/MIDI-Unprocessed_062_PIANO062_MID--AUDIO-split_07-07-17_Piano-e_2-07_wav--1.wav,488.3330772,1.0,9
Beethoven,Piano_Sonatas_11-1,validation,"['v1', 'v2', 'v3']",Beethoven/Piano_Sonatas/11-1,Beethoven/Piano_Sonatas/11-1/xml_score.musicxml,Beethoven/Piano_Sonatas/11-1/midi_score.mid,Beethoven/Piano_Sonatas/11-1/LiC03M.mid,Beethoven/Piano_Sonatas/11-1/LiC03M.wav,2017/MIDI-Unprocessed_058_PIANO058_MID--AUDIO-split_07-07-17_Piano-e_2-02_wav--3.midi,2017/MIDI-Unprocessed_058_PIANO058_MID--AUDIO-split_07-07-17_Piano-e_2-02_wav--3.wav,321.7943634,1.0,7
Beethoven,Piano_Sonatas_11-1,validation,"['v1', 'v2', 'v3']",Beethoven/Piano_Sonatas/11-1,Beethoven/Piano_Sonatas/11-1/xml_score.musicxml,Beethoven/Piano_Sonatas/11-1/midi_score.mid,Beethoven/Piano_Sonatas/11-1/LiYZ03M.mid,Beethoven/Piano_Sonatas/11-1/LiYZ03M.wav,2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_03_R1_2015_wav--3.midi,2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_03_R1_2015_wav--3.wav,336.2583333,1.0,7
Beethoven,Piano_Sonatas_11-1,validation,"['v1', 'v2', 'v3']",Beethoven/Piano_Sonatas/11-1,Beethoven/Piano_Sonatas/11-1/xml_score.musicxml,Beethoven/Piano_Sonatas/11-1/midi_score.mid,Beethoven/Piano_Sonatas/11-1/MaximovI02M.mid,Beethoven/Piano_Sonatas/11-1/MaximovI02M.wav,2014/MIDI-UNPROCESSED_16-18_R1_2014_MID--AUDIO_16_R1_2014_wav--2.midi,2014/MIDI-UNPROCESSED_16-18_R1_2014_MID--AUDIO_16_R1_2014_wav--2.wav,1320.414011,0.0,7
Beethoven,Piano_Sonatas_11-1,validation,"['v1', 'v2', 'v3']",Beethoven/Piano_Sonatas/11-1,Beethoven/Piano_Sonatas/11-1/xml_score.musicxml,Beethoven/Piano_Sonatas/11-1/midi_score.mid,Beethoven/Piano_Sonatas/11-1/ZhaoK02M.mid,Beethoven/Piano_Sonatas/11-1/ZhaoK02M.wav,2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_13_R1_2015_wav--2.midi,2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_13_R1_2015_wav--2.wav,318.44375,1.0,7
Beethoven,Piano_Sonatas_27-1,validation,"['v1', 'v2', 'v3']",Beethoven/Piano_Sonatas/27-1,Beethoven/Piano_Sonatas/27-1/xml_score.musicxml,Beethoven/Piano_Sonatas/27-1/midi_score.mid,Beethoven/Piano_Sonatas/27-1/GiacomelliN04M.mid,Beethoven/Piano_Sonatas/27-1/GiacomelliN04M.wav,2018/MIDI-Unprocessed_Recital4_MID--AUDIO_04_R1_2018_wav--3.midi,2018/MIDI-Unprocessed_Recital4_MID--AUDIO_04_R1_2018_wav--3.wav,760.2770175,1.0,7
Beethoven,Piano_Sonatas_27-1,validation,"['v1', 'v2', 'v3']",Beethoven/Piano_Sonatas/27-1,Beethoven/Piano_Sonatas/27-1/xml_score.musicxml,Beethoven/Piano_Sonatas/27-1/midi_score.mid,Beethoven/Piano_Sonatas/27-1/Ko05M.mid,Beethoven/Piano_Sonatas/27-1/Ko05M.wav,2008/MIDI-Unprocessed_07_R1_2008_01-04_ORIG_MID--AUDIO_07_R1_2008_wav--2.midi,2008/MIDI-Unprocessed_07_R1_2008_01-04_ORIG_MID--AUDIO_07_R1_2008_wav--2.wav,308.5360163,1.0,7
Beethoven,Piano_Sonatas_27-1,validation,"['v1', 'v2', 'v3']",Beethoven/Piano_Sonatas/27-1,Beethoven/Piano_Sonatas/27-1/xml_score.musicxml,Beethoven/Piano_Sonatas/27-1/midi_score.mid,Beethoven/Piano_Sonatas/27-1/MiyashitaM02M.mid,Beethoven/Piano_Sonatas/27-1/MiyashitaM02M.wav,2017/MIDI-Unprocessed_051_PIANO051_MID--AUDIO-split_07-06-17_Piano-e_3-02_wav--2.midi,2017/MIDI-Unprocessed_051_PIANO051_MID--AUDIO-split_07-06-17_Piano-e_3-02_wav--2.wav,318.4204483,1.0,7
Beethoven,Piano_Sonatas_18-1,test,"['v1', 'v2', 'v3']",Beethoven/Piano_Sonatas/18-1,Beethoven/Piano_Sonatas/18-1/xml_score.musicxml,Beethoven/Piano_Sonatas/18-1/midi_score.mid,Beethoven/Piano_Sonatas/18-1/ChenGuang03M.mid,Beethoven/Piano_Sonatas/18-1/ChenGuang03M.wav,2014/MIDI-UNPROCESSED_04-05_R1_2014_MID--AUDIO_04_R1_2014_wav--2.midi,2014/MIDI-UNPROCESSED_04-05_R1_2014_MID--AUDIO_04_R1_2014_wav--2.wav,1206.218078,1.0,8
Beethoven,Piano_Sonatas_18-1,test,"['v1', 'v2', 'v3']",Beethoven/Piano_Sonatas/18-1,Beethoven/Piano_Sonatas/18-1/xml_score.musicxml,Beethoven/Piano_Sonatas/18-1/midi_score.mid,Beethoven/Piano_Sonatas/18-1/KOLESO06M.mid,Beethoven/Piano_Sonatas/18-1/KOLESO06M.wav,2004/MIDI-Unprocessed_XP_15_R1_2004_03_ORIG_MID--AUDIO_15_R1_2004_03_Track03_wav.midi,2004/MIDI-Unprocessed_XP_15_R1_2004_03_ORIG_MID--AUDIO_15_R1_2004_03_Track03_wav.wav,1118.901614,0.0,8
Beethoven,Piano_Sonatas_18-1,test,"['v1', 'v2', 'v3']",Beethoven/Piano_Sonatas/18-1,Beethoven/Piano_Sonatas/18-1/xml_score.musicxml,Beethoven/Piano_Sonatas/18-1/midi_score.mid,Beethoven/Piano_Sonatas/18-1/LeungR02M.mid,Beethoven/Piano_Sonatas/18-1/LeungR02M.wav,2017/MIDI-Unprocessed_066_PIANO066_MID--AUDIO-split_07-07-17_Piano-e_3-02_wav--2.midi,2017/MIDI-Unprocessed_066_PIANO066_MID--AUDIO-split_07-07-17_Piano-e_3-02_wav--2.wav,353.245064,1.0,8
Beethoven,Piano_Sonatas_18-1,test,"['v1', 'v2', 'v3']",Beethoven/Piano_Sonatas/18-1,Beethoven/Piano_Sonatas/18-1/xml_score.musicxml,Beethoven/Piano_Sonatas/18-1/midi_score.mid,Beethoven/Piano_Sonatas/18-1/Levitsky05M.mid,Beethoven/Piano_Sonatas/18-1/Levitsky05M.wav,2008/MIDI-Unprocessed_09_R1_2008_01-05_ORIG_MID--AUDIO_09_R1_2008_wav--2.midi,2008/MIDI-Unprocessed_09_R1_2008_01-05_ORIG_MID--AUDIO_09_R1_2008_wav--2.wav,351.6703214,0.0,8
Beethoven,Piano_Sonatas_18-1,test,"['v1', 'v2', 'v3']",Beethoven/Piano_Sonatas/18-1,Beethoven/Piano_Sonatas/18-1/xml_score.musicxml,Beethoven/Piano_Sonatas/18-1/midi_score.mid,Beethoven/Piano_Sonatas/18-1/ZhangH05M.mid,Beethoven/Piano_Sonatas/18-1/ZhangH05M.wav,2008/MIDI-Unprocessed_18_R1_2008_01-04_ORIG_MID--AUDIO_18_R1_2008_wav--2.midi,2008/MIDI-Unprocessed_18_R1_2008_01-04_ORIG_MID--AUDIO_18_R1_2008_wav--2.wav,352.3474041,1.0,8
Beethoven,Piano_Sonatas_18-4,test,"['v1', 'v2', 'v3']",Beethoven/Piano_Sonatas/18-4,Beethoven/Piano_Sonatas/18-4/xml_score.musicxml,Beethoven/Piano_Sonatas/18-4/midi_score.mid,Beethoven/Piano_Sonatas/18-4/ChenGuang06M.mid,Beethoven/Piano_Sonatas/18-4/ChenGuang06M.wav,2014/MIDI-UNPROCESSED_04-05_R1_2014_MID--AUDIO_04_R1_2014_wav--2.midi,2014/MIDI-UNPROCESSED_04-05_R1_2014_MID--AUDIO_04_R1_2014_wav--2.wav,1206.218078,1.0,7
Beethoven,Piano_Sonatas_18-4,test,"['v1', 'v2', 'v3']",Beethoven/Piano_Sonatas/18-4,Beethoven/Piano_Sonatas/18-4/xml_score.musicxml,Beethoven/Piano_Sonatas/18-4/midi_score.mid,Beethoven/Piano_Sonatas/18-4/KOLESO06M.mid,Beethoven/Piano_Sonatas/18-4/KOLESO06M.wav,2004/MIDI-Unprocessed_XP_15_R1_2004_03_ORIG_MID--AUDIO_15_R1_2004_03_Track03_wav.midi,2004/MIDI-Unprocessed_XP_15_R1_2004_03_ORIG_MID--AUDIO_15_R1_2004_03_Track03_wav.wav,1118.901614,1.0,7
Chopin,Scherzos_31,train,"['v1', 'v2', 'v3']",Chopin/Scherzos/31,Chopin/Scherzos/31/xml_score.musicxml,Chopin/Scherzos/31/midi_score.mid,Chopin/Scherzos/31/ChenW04M.mid,Chopin/Scherzos/31/ChenW04M.wav,2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_20_R1_2015_wav--4.midi,2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_20_R1_2015_wav--4.wav,622.2833333,1.0,7
Chopin,Scherzos_31,train,"['v1', 'v2', 'v3']",Chopin/Scherzos/31,Chopin/Scherzos/31/xml_score.musicxml,Chopin/Scherzos/31/midi_score.mid,Chopin/Scherzos/31/HuNY08M.mid,Chopin/Scherzos/31/HuNY08M.wav,2015/MIDI-Unprocessed_R2_D2-19-21-22_mid--AUDIO-from_mp3_22_R2_2015_wav--3.midi,2015/MIDI-Unprocessed_R2_D2-19-21-22_mid--AUDIO-from_mp3_22_R2_2015_wav--3.wav,580.7885417,1.0,7
Chopin,Scherzos_31,train,"['v1', 'v2', 'v3']",Chopin/Scherzos/31,Chopin/Scherzos/31/xml_score.musicxml,Chopin/Scherzos/31/midi_score.mid,Chopin/Scherzos/31/Jussow11M.mid,Chopin/Scherzos/31/Jussow11M.wav,2009/MIDI-Unprocessed_06_R1_2009_03-07_ORIG_MID--AUDIO_06_R1_2009_06_R1_2009_07_WAV.midi,2009/MIDI-Unprocessed_06_R1_2009_03-07_ORIG_MID--AUDIO_06_R1_2009_06_R1_2009_07_WAV.wav,565.3146056,1.0,7
Chopin,Scherzos_31,train,"['v1', 'v2', 'v3']",Chopin/Scherzos/31,Chopin/Scherzos/31/xml_score.musicxml,Chopin/Scherzos/31/midi_score.mid,Chopin/Scherzos/31/LeeN04M.mid,Chopin/Scherzos/31/LeeN04M.wav,2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_07_R1_2015_wav--4.midi,2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_07_R1_2015_wav--4.wav,581.9885417,1.0,7
Chopin,Scherzos_31,train,"['v1', 'v2', 'v3']",Chopin/Scherzos/31,Chopin/Scherzos/31/xml_score.musicxml,Chopin/Scherzos/31/midi_score.mid,Chopin/Scherzos/31/LinTami06M.mid,Chopin/Scherzos/31/LinTami06M.wav,2008/MIDI-Unprocessed_10_R1_2008_01-04_ORIG_MID--AUDIO_10_R1_2008_wav--3.midi,2008/MIDI-Unprocessed_10_R1_2008_01-04_ORIG_MID--AUDIO_10_R1_2008_wav--3.wav,549.7056469,1.0,7
Chopin,Scherzos_31,train,"['v1', 'v2', 'v3']",Chopin/Scherzos/31,Chopin/Scherzos/31/xml_score.musicxml,Chopin/Scherzos/31/midi_score.mid,Chopin/Scherzos/31/LuoJ12M.mid,Chopin/Scherzos/31/LuoJ12M.wav,2015/MIDI-Unprocessed_R2_D1-2-3-6-7-8-11_mid--AUDIO-from_mp3_06_R2_2015_wav--4.midi,2015/MIDI-Unprocessed_R2_D1-2-3-6-7-8-11_mid--AUDIO-from_mp3_06_R2_2015_wav--4.wav,536.0885417,1.0,7
Chopin,Scherzos_31,train,"['v1', 'v2', 'v3']",Chopin/Scherzos/31,Chopin/Scherzos/31/xml_score.musicxml,Chopin/Scherzos/31/midi_score.mid,Chopin/Scherzos/31/SunD04M.mid,Chopin/Scherzos/31/SunD04M.wav,2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_16_R1_2015_wav--4.midi,2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_16_R1_2015_wav--4.wav,533.7333333,1.0,7
Chopin,Scherzos_31,train,"['v1', 'v2', 'v3']",Chopin/Scherzos/31,Chopin/Scherzos/31/xml_score.musicxml,Chopin/Scherzos/31/midi_score.mid,Chopin/Scherzos/31/TongB04M.mid,Chopin/Scherzos/31/TongB04M.wav,2017/MIDI-Unprocessed_056_PIANO056_MID--AUDIO-split_07-07-17_Piano-e_1-05_wav--4.midi,2017/MIDI-Unprocessed_056_PIANO056_MID--AUDIO-split_07-07-17_Piano-e_1-05_wav--4.wav,558.0485476,1.0,7
Chopin,Scherzos_31,train,"['v1', 'v2', 'v3']",Chopin/Scherzos/31,Chopin/Scherzos/31/xml_score.musicxml,Chopin/Scherzos/31/midi_score.mid,Chopin/Scherzos/31/TuanS05M.mid,Chopin/Scherzos/31/TuanS05M.wav,2017/MIDI-Unprocessed_057_PIANO057_MID--AUDIO-split_07-07-17_Piano-e_1-07_wav--5.midi,2017/MIDI-Unprocessed_057_PIANO057_MID--AUDIO-split_07-07-17_Piano-e_1-07_wav--5.wav,581.1745027,1.0,7
Chopin,Scherzos_31,train,"['v1', 'v2', 'v3']",Chopin/Scherzos/31,Chopin/Scherzos/31/xml_score.musicxml,Chopin/Scherzos/31/midi_score.mid,Chopin/Scherzos/31/ZhangW04M.mid,Chopin/Scherzos/31/ZhangW04M.wav,2017/MIDI-Unprocessed_062_PIANO062_MID--AUDIO-split_07-07-17_Piano-e_2-07_wav--4.midi,2017/MIDI-Unprocessed_062_PIANO062_MID--AUDIO-split_07-07-17_Piano-e_2-07_wav--4.wav,577.1349925,1.0,7
Chopin,Scherzos_20,validation,"['v1', 'v2', 'v3']",Chopin/Scherzos/20,Chopin/Scherzos/20/xml_score.musicxml,Chopin/Scherzos/20/midi_score.mid,Chopin/Scherzos/20/Kurz04M.mid,Chopin/Scherzos/20/Kurz04M.wav,2011/MIDI-Unprocessed_01_R1_2011_MID--AUDIO_R1-D1_06_Track06_wav.midi,2011/MIDI-Unprocessed_01_R1_2011_MID--AUDIO_R1-D1_06_Track06_wav.wav,506.0037675,1.0,8
Chopin,Scherzos_20,validation,"['v1', 'v2', 'v3']",Chopin/Scherzos/20,Chopin/Scherzos/20/xml_score.musicxml,Chopin/Scherzos/20/midi_score.mid,Chopin/Scherzos/20/ZhangYunling04M.mid,Chopin/Scherzos/20/ZhangYunling04M.wav,2011/MIDI-Unprocessed_07_R1_2011_MID--AUDIO_R1-D3_05_Track05_wav.midi,2011/MIDI-Unprocessed_07_R1_2011_MID--AUDIO_R1-D3_05_Track05_wav.wav,527.4874533,1.0,8
